0.243902439	0.243902439	0.73
0.196078431	0.196078431	0.84
0.163934426	0.163934426	0.81
10.06954573	9.996788082	0.33
0.915413248	0.908798916	0.44
0.479502178	0.476037528	0.63
0.324824056	0.322477036	0.75
0.245598676	0.2438241	0.75
9.930934588	10	0.48
0.902812235	0.909090909	0.52
0.472901647	0.476190476	0.64
0.320352729	0.322580645	0.71
0.242217917	0.243902439	0.75
0.194724208	0.196078431	0.74
9.930934588	10	0.44
0.902812235	0.909090909	0.51
0.472901647	0.476190476	0.57
0.320352729	0.322580645	0.65
0.242217917	0.243902439	0.81
0.194724208	0.196078431	0.85
0.162802206	0.163934426	0.8
10.06954573	9.983384536	0.42
0.915413248	0.907580412	0.57
0.479502178	0.475399264	0.61
0.324824056	0.322044662	0.72
0.245598676	0.243497184	0.85
0.197442073	0.195752638	0.89
0.16507452	0.163662042	0.91
0.141824588	0.14061105	0.91
10	10	0.47
0.909090909	0.909090909	0.59
0.476190476	0.476190476	0.69
0.322580645	0.322580645	0.76
0.243902439	0.243902439	0.75
9.842972005	10	0.42
0.894815637	0.909090909	0.52
0.468712953	0.476190476	0.57
0.317515226	0.322580645	0.63
0.240072488	0.243902439	0.72
0.192999451	0.196078431	0.73
0.161360197	0.163934426	0.74
0.138633409	0.14084507	0.79
0.121518173	0.12345679	0.81
0.108164528	0.10989011	0.8
10	10	0.43
0.90909091	0.909090911	0.52
0.476190478	0.476190476	0.51
10	10.00321296	0.44
0.909090909	0.909382996	0.51
0.476190476	0.476343474	0.54
0.322580645	0.322684289	0.68
0.243902439	0.243980804	0.69
0.196078431	0.196141431	0.65
10.06954573	9.983384536	0.46
0.915413248	0.907580412	0.57
0.479502178	0.475399264	0.58
0.324824056	0.322044662	0.68
0.245598676	0.243497184	0.66
9.930934588	10	0.47
0.902812235	0.909090909	0.58
0.472901647	0.476190476	0.67
0.320352729	0.322580645	0.72
0.242217917	0.243902439	0.77
0.194724208	0.196078431	0.75
10.15953311	10	0.49
0.923593919	0.909090909	0.57
0.483787291	0.476190476	0.61
0.327726875	0.322580645	0.76
0.247793491	0.243902439	0.82
0.199206532	0.196078431	0.72
9.930934588	10.01664312	0.45
0.902812235	0.91060392	0.6
0.472901647	0.476983006	0.66
0.320352729	0.32311752	0.68
0.242217917	0.244308369	0.72
0.194724208	0.196404767	0.9
0.162802206	0.164207264	0.86
